Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,,
Mộc Hotel Sapa,1.015.502 ₫,4.5,"20 Đồng Lợi, Sapa 330000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/86/92/2c/photo0jpg.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/86/92/2c/photo0jpg.jpg?w=800&h=-1&s=1 2x",Khách Sạn Vị Trí trung tâm cách nhà thờ đá 150m,Số 27 trong 105 khách sạn nhỏ tại Sapa,,
Nhà nghỉ Gia Đình Lương Thủy,-1,4,"28 Mường Hoa, Sapa 330000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-s/01/e7/28/db/family-guesthouse.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/01/e7/28/db/family-guesthouse.jpg?w=600&h=-1&s=1 2x","Chào đón bạn đến với Nhà nghỉ Gia Đình Lương Thủy, ""Mái nhà xa"" của bạn ở Sapa. Nhà nghỉ Gia Đình Lương Thủy sẽ mang đến cho bạn quãng thời gian lưu trú thư giãn và dễ chịu nhất có thể. Đây cũng là lý do tại sao nhiều khách du lịch tiếp tục quay trở lại khách sạn sau nhiều năm.
Gần với những địa danh nổi tiếng ở Sapa như Nhà Thờ Đá (0,4 km) và Quảng Trường Sapa (0,5 km), Nhà nghỉ Gia Đình Lương Thủy là một lựa chọn lý tưởng cho khách du lịch.",Số 10 trong 44 nhà khách tại Sapa,,
Le Bordeaux Sapa,-1,4.5,"018 Fansipan, Sapa 0214 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/28/7d/e9/le-bordeaux-sapa.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/28/7d/e9/le-bordeaux-sapa.jpg?w=800&h=-1&s=1 2x","Tìm kiếm một khách sạn nhỏ bình dân lý tưởng ở Sapa không phải là quá khó. Chào đón bạn đến với Le Bordeaux Sapa, một lựa chọn đúng đắn cho những du khách như bạn.
Nếu bạn thích khám phá những địa danh nổi tiếng khi đến Sapa, Le Bordeaux Sapa nằm không xa Nhà Thờ Đá (0,1 km) và Quảng Trường Sapa (0,2 km).
Le Bordeaux Sapa cung cấp dịch vụ phòng. Hơn nữa, khách có thể sử dụng bữa sáng, vốn đã làm khách sạn trở thành lựa chọn thường xuyên của khách du lịch khi đến Sapa. Đối với khách đi bằng ô tô, đỗ xe miễn phí có sẵn.",Số 28 trong 105 khách sạn nhỏ tại Sapa,,
Nhu My Hotel,-1,4.5,"25 Truong Cong Dinh St, Đà Lạt 063 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/c6/04/3b/photo0jpg.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/c6/04/3b/photo0jpg.jpg?w=800&h=-1&s=1 2x","Tìm kiếm khách sạn ở Đà Lạt? Hãy xem Nhu My Hotel, khách sạn nhỏ quyến rũ, lưu trú tại đây sẽ giúp bạn khám phá Đà Lạt một cách dễ dàng.
Ngoài ra, khi nghỉ dưỡng tại Nhu My Hotel khách có thể dùng bàn lễ tân 24 giờ, dịch vụ phòng và đổi tiền, và bạn có thể được kết nối wifi miễn phí. Bạn cũng có thể tận hưởng nhà hàng khi nghỉ dưỡng tại Nhu My Hotel. Cần chỗ đỗ xe? Bãi đỗ xe có bảo vệ có sẵn tại Nhu My Hotel.
Gần các địa danh như Linh Son Pagoda (0,8 km) và Lam Vien Square (1,3 km) đã làm Nhu My Hotel trở thành lựa chọn lý tưởng cho những ai muốn đến thăm những địa danh yêu thích này ở Đà Lạt.",Số 21 trong 239 khách sạn nhỏ tại Đà Lạt,,
Bin Star Hotel,-1,4,"K184/20 Nguyen Duy Hieu Street Son Tra District, Đà Nẵng 550000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/a6/30/5f/bin-star-hotel.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/a6/30/5f/bin-star-hotel.jpg?w=800&h=-1&s=1 2x","Bin Star Hotel, My Khe Beach is an ideal place for your vacation near the Beach in Danang city. Most of the rooms have windows with city view or sea view, so travelers could enjoy sunset and sunrise from your room. Besides, Rooms have 2 big beds or Connection room, suitable for Family Group or Travel Agencies would like to stay at hotel near the beach with reasonable price! Hotel Bin Star is 5.5 km from Da Nang Train Station. Da Nang Museum of Cham Sculpture is a 5-minute drive away.",Số 27 trong 293 khách sạn nhỏ tại Đà Nẵng,,
Cậu Chủ Nhỏ Homestay,259.696 ₫,4.5,"89 Nguyễn Phúc Tần, Hội An 560000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/3a/eb/8d/deluxe-room-with-balcony.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/3a/eb/8d/deluxe-room-with-balcony.jpg?w=800&h=-1&s=1 2x","Tôi đã đặt 2 phòng trong đó một phòng ở tầng một và phòng 2 ở tầng 2, không sao vì nơi này không lớn lắm. Phòng rất sạch sẽ và được trang bị đầy đủ: nước nóng, xà phòng cơ thể, dầu gội, không khí, tủ lạnh có thể uống với giá rẻ, máy sấy tóc, khăn sạch, wi-fi mạnh và TV với nhiều kênh quốc tế. Có cửa hàng tiện lợi địa phương, nhà hàng thực phẩm địa phương gần đó và cũng là một nhà thuốc. Ngoài ra, nơi này nằm cách chợ đêm và phố cổ không xa. Chủ sở hữu rất tốt và thân thiện, tôi đã phải làm phiền họ để gửi cho tôi đồ đạc bị lãng quên của tôi đến Năng khẩn cấp và họ có thể quản lý nó. Rất ấn tượng và thực sự đánh giá cao sự giúp đỡ của họ. Tôi hy vọng sẽ hữu ích hơn là giới thiệu nơi này cho bất cứ ai đến Hội An.",Số 119 trong 193 nhà khách tại Hội An,,
Blue Shell Resort,1.238.106 ₫,4,"Neighborhood 5, Ward, Mũi Né, Phan Thiết Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/f7/7f/98/blue-shell-resort.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/f7/7f/98/blue-shell-resort.jpg?w=800&h=-1&s=1 2x","Hãy tự hỏi tại sao khách du lịch đã lựa chọn Blue Shell Resort khi đến thăm Mũi Né. Khách sạn là sự tổng hợp của những giá trị lý tưởng, sự thoải mái và thuận tiện như khung cảnh sang trọng cùng với những tiện nghi được thiết kế cho những du khách như bạn.
Blue Shell Resort là khách sạn nhỏ sang trọng cung cấp điều hòa nhiệt độ trong phòng và thật dễ dàng kết nối khi ở đây vì wifi miễn phí được cung cấp cho khách.
Khách sạn nhỏ cung cấp dịch vụ phòng. Hơn nữa, khách có thể tận hưởng bể bơi và nhà hàng, vốn đã làm cho khách sạn trở thành lựa chọn phổ biến của khách du lịch khi đến Mũi Né. Với khách đi lại bằng xe cộ của mình, đỗ xe miễn phí có sẵn.",Số 3 trong 13 khách sạn nhỏ tại Mũi Né,,
Lam Hotel,-1,4.5,"237- 239 Nguyen Thien Thuat District 3, Thành phố Hồ Chí Minh 28 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/80/b9/20/getlstd-property-photo.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/80/b9/20/getlstd-property-photo.jpg?w=800&h=-1&s=1 2x","Tìm kiếm khách sạn ở Thành phố Hồ Chí Minh? Hãy xem Lam Hotel, khách sạn nhỏ bình dân, lưu trú tại đây sẽ giúp bạn khám phá Thành phố Hồ Chí Minh một cách dễ dàng.
Bạn có thể sử dụng một số tiện nghi yêu thích được cung cấp bởi Lam Hotel, bao gồm dịch vụ phòng. Hơn nữa, khách có thể dùng bữa sáng khi ở đây. Thêm một tiện nghi phải kể đến đó là đỗ xe miễn phí có sẵn cho khách.
Nếu bạn thích khám phá những địa danh nổi tiếng khi đến Thành phố Hồ Chí Minh, Lam Hotel nằm không xa Pham Ngu Lao Street (1,6 km) và Chợ Ẩm Thực Đường Phố Bến Thành (2,2 km).",Số 58 trong 612 khách sạn nhỏ tại Thành phố Hồ Chí Minh,,
"Thinh Le Guest House
Đây có phải là doanh nghiệp của quý vị không?",-1,4.5,"18/2/3 Tran Quang Khai, Nha Trang Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/d0/f5/86/photo0jpg.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/d0/f5/86/photo0jpg.jpg?w=800&h=-1&s=1 2x","Tìm kiếm một khách sạn nhỏ dành cho gia đình lý tưởng ở Nha Trang không phải là quá khó. Chào đón bạn đến với Thinh Le Guest House, một lựa chọn đúng đắn cho những du khách như bạn.
Gần các địa danh như Giáo Xứ Thánh Giuse (0,3 km) và Bac Thanh Church (1,1 km) đã làm Thinh Le Guest House trở thành lựa chọn lý tưởng cho những ai muốn đến thăm những địa danh yêu thích này ở Nha Trang.
Bạn sẽ thích thú tận hưởng phòng được trang bị quầy bar mini, điều hòa nhiệt độ và tủ lạnh, và bạn có thể kết nối trong suốt thời gian ở đây vì Thinh Le Guest House cung cấp cho khách wifi miễn phí.",Số 25 trong 235 khách sạn nhỏ tại Nha Trang,,
4 Roses Hotel,-1,4.5,"790/5 Nguyen Dinh Chieu, P 1. Q3, Thành phố Hồ Chí Minh 70000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/08/d4/51/four-roses-hotel.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/08/d4/51/four-roses-hotel.jpg?w=800&h=-1&s=1 2x","Hãy tự hỏi tại sao nhiều khách du lịch đã lựa chọn 4 Roses Hotel khi đến Thành phố Hồ Chí Minh. Khách sạn là sự tổng hợp của những giá trị lý tưởng, sự thoải mái và thuận tiện như khung cảnh quyến rũ cùng với loạt tiện nghi được thiết kế cho những khách du lịch như bạn.
Nằm gần những địa danh yêu thích như The Venerable Thich Quang Duc Monument (0,3 km) và Nhà hát Thành Phố Hồ Chí Minh (1,4 km), du khách tại 4 Roses Hotel có thể dễ dàng đến thăm những điểm đến nổi tiếng này ở Thành phố Hồ Chí Minh.",Số 59 trong 612 khách sạn nhỏ tại Thành phố Hồ Chí Minh,,
Lucky Danang Hotel & Apartment,335.097 ₫,4.5,"191-193 Thanh Thuỷ Phường Thanh Bình, Quận Hải Châu, Đà Nẵng 550000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/36/cb/33/good-luck-hotel-apartment.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/36/cb/33/good-luck-hotel-apartment.jpg?w=800&h=-1&s=1 2x","Khách sạn của chúng tôi tọa lạc tại trung tâm của thành phố Đà Nẵng. Chúng tôi xây dựng khách sạn này nhằm mục đích lưu giữ những điều tốt đẹp và chúng tôi sẽ cố gắng để phát huy điều đó. Đồng thời, chúng tôi cũng mong muốn mang lại cho du khách khoảng thời gian và không gian nghỉ ngơi thoải mái với thiết kế phòng thanh lịch và tinh tế, không gian xanh tươi mát, hồ bơi và phòng gym.",Số 28 trong 293 khách sạn nhỏ tại Đà Nẵng,,
Green Valley Hotel,-1,3.5,"045 Muong Hoa, Sapa Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/ea/a4/3e/green-valley-hotel.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/ea/a4/3e/green-valley-hotel.jpg?w=800&h=-1&s=1 2x","Mình và các bạn mình đặt phòng tại Sapa Hills Hotel nhưng cuối cùng bị chủ nhà này đẩy sang KH Green Valey gì đó, cách Sapa Hills Hotel mấy nhà. Phải nói ngay từ đầu đã không chuyên nghiệp rồi, đổi KH thì phải nói cho khách biết để người ta còn tính chứ. Chưa kể bọn mình bị đẩy lên phòng trên cùng với tiện nghi vô cùng đểu, dép còn không có mà dùng: 4 người đi chung 1 đôi dép đi trong nhà. Chưa kể chăn ga gối đệm đều cảm giác ko được giặt sạch sẽ, đã không có dịch vụ ăn sáng rồi lại còn nước cũng phải mua, ti vi thì không xem được. Thái độ nhân viên cũng tồi, hỏi đến cái gì cũng ngơ ngơ ngác ngác, ú ú ớ ớ không biết có hay không. Xe thì 100k/ngày tự đổ xăng mà toàn xe sắp mang ra bãi phế liệu rồi ấy. Không thể tin nổi là mình lại ở một KH tồi tàn từ nội thất, trang thiết bị cũng…",Xếp thứ 18 trong 92 nhà trọ tại Sapa,,
Khách sạn Đăng Uyên,-1,4,"D64-65 KQH Hoang Van Thu Ward 04, Đà Lạt 670000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/8a/02/19/khach-s-n-dang-uyen.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/8a/02/19/khach-s-n-dang-uyen.jpg?w=800&h=-1&s=1 2x","Khách sạn Đăng Uyên là một lựa chọn tuyệt vời cho khách du lịch khi đến thăm Đà Lạt, mang đến không khí dành cho gia đình cùng với những tiện nghi hữu ích cho suốt thời gian lưu trú của bạn.
Khách sạn Đăng Uyên là khách sạn nhỏ dành cho gia đình cung cấp tủ lạnh trong phòng và thật dễ dàng kết nối khi ở đây vì wifi miễn phí được cung cấp cho khách.
Khách sạn nhỏ cung cấp bàn lễ tân 24 giờ, cửa hàng tiện lợi và bảo quản hành lý.",Số 22 trong 239 khách sạn nhỏ tại Đà Lạt,,
"Linh Guest House
Đây có phải là doanh nghiệp của quý vị không?",-1,4.5,"40/10 Bui Vien Street, Thành phố Hồ Chí Minh 70000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/9d/e7/8c/ok.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/9d/e7/8c/ok.jpg?w=800&h=-1&s=1 2x","Tìm kiếm nhà khách dành cho gia đình lý tưởng ở Thành phố Hồ Chí Minh không phải là quá khó. Chào đón bạn đến với Linh Guest House, một lựa chọn đúng đắn cho những du khách như bạn.
Bạn sẽ thích thú tận hưởng phòng được trang bị điều hòa nhiệt độ, và bạn có thể kết nối trong suốt thời gian ở đây vì Linh Guest House cung cấp cho khách wifi miễn phí.
Trong khi ở Linh Guest House, du khách có thể khám phá Pham Ngu Lao Street (0,7 km) và Chợ Ẩm Thực Đường Phố Bến Thành (1,3 km), một trong những điểm đến hàng đầu của Thành phố Hồ Chí Minh.",Số 18 trong 125 nhà khách tại Thành phố Hồ Chí Minh,,
Jungle Beach Việt Nam,-1,3.5,"Beach Rd, Ninh Phước Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/0f/4c/77/jungle-beach-vietnam.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/0f/4c/77/jungle-beach-vietnam.jpg?w=800&h=-1&s=1 2x","Mang đậm chất hoang sơ, ngay gần biển. Mỗi tội đi vào hơi xa tí, nhưng mà có cảm giác hoang dại ngày xưa. Giá cả ok, ở đây đi ra khu chợ của người dân địa phương cũng không xa lắm. Nói chung là đáng để trải nghiệm",Xếp thứ 1 trong 1 khu nghỉ dưỡng tại Ninh Phước,,
Sweet Home Resort & Spa,696.856 ₫,4.5,"Ong Lang Beach, Ong Lang, Đảo Phú Quốc 920000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/22/24/cf/sweet-home-resort-spa.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/22/24/cf/sweet-home-resort-spa.jpg?w=800&h=-1&s=1 2x","We arrived and checked in the room is fresh and in good condition, breakfast is really good, garden and pool are great. Bad thing is the girl in reception, they have a card machine but she has a lot of exuses not to use it. On the checkout (we looked at our roomservice the night before checking put) she wanted 2.800 000 dong but when we calculate the night before with other staffmember it was 1 670 000 so she tried to rip us. And we wanted a relaxed nice day at the pool but she had her son there.. screaming at him loudly, threw things and toys still screaming on the boy.. All the other staff is supernice and serviceminded. we stayed there 2 years ago and that time it was no hustling and trying to fool you but as she tried on our checkout we dicided that this was the last time…",Số 24 trong 118 khách sạn nhỏ tại Đảo Phú Quốc,,
"Phuc An
Đây có phải là doanh nghiệp của quý vị không?",277.778 ₫,4.5,"111 Nguyen Phuc Tan, Hội An Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/d5/9e/6b/2018-05-01-13-44-14-largejpg.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/d5/9e/6b/2018-05-01-13-44-14-largejpg.jpg?w=800&h=-1&s=1 2x","Cơ sở vật chất quá ổn, nhân viên thân thiện, gần trung tâm phố cổ. Thuê xe đạp nửa ngày tính giá nửa ngày. Em gái nhân viên, anh trai chủ nhà, ông bà chủ nhà rất dễ thương, nhiệt tình. Homestay yên tĩnh.Tóm lại rất thích^^",Số 63 trong 101 khách sạn nhỏ tại Hội An,,
Diva Guesthouse,396.825 ₫,4.5,"24 \ 12a Hung Vuong St., Nha Trang Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/34/b0/bb/room-with-balcony.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/34/b0/bb/room-with-balcony.jpg?w=800&h=-1&s=1 2x","Diva Guesthouse là một lựa chọn tuyệt vời cho khách du lịch khi đến thăm Nha Trang, mang đến không khí dành cho gia đình cùng với những tiện nghi hữu ích cho suốt thời gian lưu trú của bạn.
Diva Guesthouse cung cấp cho khách nhiều tiện nghi bao gồm quầy bar mini, điều hòa nhiệt độ và tủ lạnh, và kết nối mạng là có thể vì wifi miễn phí có sẵn.
Nhà khách cung cấp bàn lễ tân 24 giờ, bảo quản hành lý và nhận phòng / trả phòng nhanh, làm cho kỳ nghỉ của bạn dễ chịu hơn nữa. Khách sạn còn cung cấp phòng khách.",Số 4 trong 43 nhà khách tại Nha Trang,,
Aurora Serviced Apartments,-1,4.5,"103 Võ Văn Tần Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/20/bb/00/aurora-serviced-apartments.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/20/bb/00/aurora-serviced-apartments.jpg?w=800&h=-1&s=1 2x","Ở lại đây vào tháng 1 năm 2020. Căn hộ xinh xắn, nhưng khi ví của tôi biến mất khỏi túi xách của tôi vào ban ngày, không ai ở khách sạn muốn biết về nó. Được yêu cầu kiểm tra lại túi của tôi mà tôi đã có. Thất vọng! ! Phải hủy thẻ visa trong đó. Mất rất nhiều thứ khác trong đó.",Số 60 trong 612 khách sạn nhỏ tại Thành phố Hồ Chí Minh,,
"Hue Homestay Riverside
Đây có phải là doanh nghiệp của quý vị không?",511.905 ₫,5,"4 Trieu Quang Phuc, Thuan Hoa, Huế Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/54/7f/28/hue-homestay-riverside.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/54/7f/28/hue-homestay-riverside.jpg?w=800&h=-1&s=1 2x","Tìm kiếm khách sạn ở Huế? Hãy xem Hue Homestay Riverside, khách sạn nhỏ, lưu trú tại đây sẽ giúp bạn khám phá Huế một cách dễ dàng.
Các phòng khách sạn cung cấp tiện nghi như tủ lạnh, điều hòa nhiệt độ và sofa.
Nếu bạn muốn khám phá những địa danh yêu thích khi đến Huế, Hue Homestay Riverside nằm không xa Thái Hoà Palace (1,3 km) và Không Gian Văn Hóa Lục Bộ (1,6 km).
Khi ở Huế, bạn có thể muốn thử một số nhà hàng cách chỉ vài bước chân từ Hue Homestay Riverside, bao gồm Les Jardins de La Carambole (1,1 km), Y Thao Garden (0,2 km) và Ancient Hue (0,8 km).",Số 13 trong 63 khách sạn nhỏ tại Huế,,
Nhà Nghỉ Quý Long Hội An,259.259 ₫,4.5,"07 Nguyễn Phúc Nguyên, Hội An 560000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/b9/d5/2d/quy-long-hoi-an-homestay.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/b9/d5/2d/quy-long-hoi-an-homestay.jpg?w=800&h=-1&s=1 2x","Một nơi sạch sẽ, thoáng mát, đúng phong cách Hội An. Mình đặc biệt ấn tượng về anh chị chủ nhà, vô cùng thân thiện và chu đáo. Hôm mình đến cái tivi trong phòng bị hỏng, báo chủ nhà thì chỉ 1-2h sau là có tivi khác :d Mình hỏi có chỗ nào có thợ may để may lại cái túi xách của bé con bị rách thì c ý rất nhiệt tình ngồi khâu luôn cho mình. very nice! vui nhất là câu chuyện về nước sấu của c :D các bạn có ghé qua đây thì nhớ thưởng thức nước sấu!",Số 120 trong 193 nhà khách tại Hội An,,
Louis Hotel,-1,4,"121 Hung Vuong Street Hai Chau District, Đà Nẵng Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/c7/ad/0c/vip-room.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/c7/ad/0c/vip-room.jpg?w=800&h=-1&s=1 2x","Hãy tự hỏi tại sao nhiều khách du lịch đã lựa chọn Louis Hotel khi đến Đà Nẵng. Khách sạn là sự tổng hợp của những giá trị lý tưởng, sự thoải mái và thuận tiện như khung cảnh quyến rũ cùng với loạt tiện nghi được thiết kế cho những khách du lịch như bạn.
Nằm gần những địa danh yêu thích như Nhà Thờ Chính Tòa Đà Nẵng (0,7 km) và Cầu Sông Hàn (0,8 km), du khách tại Louis Hotel có thể dễ dàng đến thăm những điểm đến nổi tiếng này ở Đà Nẵng.
Wifi miễn phí được cung cấp cho khách, và các phòng của Louis Hotel đều có điều hòa nhiệt độ, tủ lạnh và bàn làm việc.",Số 29 trong 293 khách sạn nhỏ tại Đà Nẵng,,
Sapa Central Hotel,-1,4.5,"03 Muong Hoa, Sapa Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/99/81/0b/photo0jpg.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/99/81/0b/photo0jpg.jpg?w=800&h=-1&s=1 2x","Tìm kiếm một khách sạn nhỏ dành cho gia đình lý tưởng ở Sapa không phải là quá khó. Chào đón bạn đến với Sapa Central Hotel, một lựa chọn đúng đắn cho những du khách như bạn.
Nếu bạn thích khám phá Sapa Ancient Rock Field (4,9 km) khi đến Sapa, Sapa Central Hotel nằm không xa.
Các phòng khách sạn cung cấp điều hòa nhiệt độ, và online là có thể vì wifi miễn phí có sẵn, cho phép bạn thư giãn nghỉ ngơi không phải lo lắng gì.
Sapa Central Hotel cung cấp bàn lễ tân 24 giờ, dịch vụ phòng và nhân viên hỗ trợ khách. Hơn nữa, là khách hàng giá trị của Sapa Central Hotel, bạn có thể tận hưởng phòng khách, có sẵn tại khách sạn. Khách đi đến khách sạn bằng phương tiện của mình có thể dùng bãi đỗ xe riêng có trả phí gần đó.",Số 29 trong 105 khách sạn nhỏ tại Sapa,,
The One Hotel Ben Thanh,-1,3.5,"230 Lý Tự Trọng Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/7c/9c/5d/the-one-hotel-ben-thanh.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/7c/9c/5d/the-one-hotel-ben-thanh.jpg?w=800&h=-1&s=1 2x","One Hotel Ben Thanh cung cấp các phòng với máy điều hoà cùng Wi-Fi miễn phí tại Thành phố Hồ Chí Minh. Với nhà hàng riêng và lễ tân 24 giờ, khách sạn cách Chợ Bến Thành 400 m.
The One Hotel Ben Thanh cách Dinh Thống Nhất 500 m và cách trung tâm mua sắm Sài Gòn Square 800 m. Bảo tàng Quân đội và sân bay quốc tế Tân Sơn Nhất cách khách sạn lần lượt 3,8 km và 7 km.
Tất cả các phòng tại đây đều được",Số 61 trong 612 khách sạn nhỏ tại Thành phố Hồ Chí Minh,,
Lazy Crazy Homestay,-1,4.5,"Bản Tả Van, Sapa 330000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/20/e4/5d/lazy-crazy-homestay.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/20/e4/5d/lazy-crazy-homestay.jpg?w=800&h=-1&s=1 2x","Hãy tự hỏi tại sao nhiều khách du lịch đã lựa chọn Lazy Crazy Homestay khi đến Sapa. Khách sạn là sự tổng hợp của những giá trị lý tưởng, sự thoải mái và thuận tiện như loạt tiện nghi được thiết kế cho những khách du lịch như bạn.
Gần với Sapa Ancient Rock Field (4,8 km), một địa danh nổi tiếng ở Sapa, Lazy Crazy Homestay là một lưạ chọn lý tưởng cho khách du lịch.
Các phòng tại Lazy Crazy Homestay cung cấp tủ lạnh, quầy bar mini và bếp nhỏ, và khách có thể được kết nối wifi miễn phí.",Số 11 trong 44 nhà khách tại Sapa,,
THI Boutique Villa,477.144 ₫,4.5,"16 Nguyễn Cao Luyện, Đà Nẵng 550000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/39/8a/4b/getlstd-property-photo.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/39/8a/4b/getlstd-property-photo.jpg?w=800&h=-1&s=1 2x","Là một villa yên tĩnh, phòng ngủ sạch với thiết kế ấn tượng, anh chủ rất nhiệt tình. Bữa sáng đơn giản nhưng vừa miệng. khách sạn gần biển, vị trí thuận lợi. Gia đình mình rất hài lòng khi đã chọn Thi Boutique Villa.",Số 30 trong 293 khách sạn nhỏ tại Đà Nẵng,,
Khách sạn Hà Nội Phoenix 2,-1,4,"No. 12 Dao Duy Tu Alley, 50 Dao Duy Tu street Hoan Kiem Dist, Hà Nội 10000 Việt Nam",-1,"Hãy tự hỏi tại sao khách du lịch đã lựa chọn Khách sạn Hà Nội Phoenix 2 khi đến thăm Hà Nội. Khách sạn là sự tổng hợp của những giá trị lý tưởng, sự thoải mái và thuận tiện như khung cảnh quyến rũ cùng với những tiện nghi được thiết kế cho những du khách như bạn.
Các phòng khách sạn cung cấp tiện nghi như bếp nhỏ, quầy bar mini và tủ lạnh, và khách có thể online với wifi miễn phí được cung cấp bởi khách sạn nhỏ.
Khách sạn còn có nhà hàng, làm cho kỳ nghỉ của bạn trở nên dễ chịu hơn nữa.",Số 92 trong 381 khách sạn nhỏ tại Hà Nội,,
