Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,Link_Food,
Hà Nội Corner,-1,5,"23 Phan Khiêm Ích Tân Phong, Quận 7, Thành phố Hồ Chí Minh 10000 Việt Nam",-1,-1,#2.644 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19990526-Reviews-Ha_Noi_Corner-Ho_Chi_Minh_City.html,
Quán Chay Quan Âm,-1,5,"137/7 Bình Tiên Quận 6, Thành phố Hồ Chí Minh Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/0e/35/67/18/quan-chay-quan-am.jpg,Tôi đã may mắn gặp được chủ sở hữu và kiến trúc sư của nhà hàng xinh đẹp này. Bộ sưu tập bữa ăn của chúng tôi ngày hôm đó đã được anh ấy chọn và tất nhiên tất cả chúng đều ngon nhất. Phần...Thêm,#2.645 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d11874447-Reviews-Quan_Chay_Quan_Am-Ho_Chi_Minh_City.html,
Lạc Thái,-1,4,"48Bis Xuân Thủy, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/28/5d/6d/84/me-m-th-c-thai-lan-la.jpg,Lạc Thái 7 - Một lối vào trông ngây thơ tôi đã lái qua nhiều lần. Nhưng bất ngờ thú vị ngay khi bạn bước vào cổng. Một biệt thự sáng sủa. biến thành một nơi dễ thương của Thái Lan. ?? Thức ăn rất...Thêm,#2.646 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d18678790-Reviews-Lac_Thai-Ho_Chi_Minh_City.html,
Taco Bistro,-1,4,"163/14/5 Tô Hiến Thành Phường 13, Quận 10, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/18/c6/42/f8/getlstd-property-photo.jpg,Đã ghé thăm nhà hàng này trong nửa năm và tacos và nachos luôn tuyệt vời! Vị trí khá ấm cúng và được đặt trong một khu phố yên tĩnh.,#2.647 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d18192685-Reviews-Taco_Bistro-Ho_Chi_Minh_City.html,
Quan Banh Canh Cua Hoang Lan,-1,5,"484 Vinh Vien Phuong 8, Quan 10, Thành phố Hồ Chí Minh Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1a/ab/ce/b9/quan-banh-canh-cua-hoang.jpg,"Nếu bạn đánh giá cao thức ăn đường phố hoặc bạn là một người thích phiêu lưu với một tâm hồn cởi mở, nơi này sẽ nằm trong danh sách của bạn! Tương đối dễ tìm và một bvb hoàn toàn ngon miệng canh cua....Thêm",#2.648 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19924209-Reviews-Quan_Banh_Canh_Cua_Hoang_Lan-Ho_Chi_Minh_City.html,
Cafe Terrace,-1,5,"Lô 1-17, Tầng 1, 161 Xa Lộ Hà Nội, Thành phố Hồ Chí Minh 70000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1a/ab/bf/38/the-menu-is-designed.jpg,Đang ở tại các căn hộ Masteri cạnh trung tâm Vincom nơi có quán cà phê / nhà hàng tuyệt đẹp này. Thực phẩm được trình bày tuyệt vời đến trong những gì trông giống như bát và đĩa thiết kế. Dịch vụ rất ấn...Thêm,#2.648 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19924246-Reviews-Cafe_Terrace-Ho_Chi_Minh_City.html,
Mi Nhat Saisai Ramen,-1,5,"91 Nguyễn Thái Học Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1a/a1/ed/a3/mi-nhat-saisai-ramen.jpg,Nhà hàng nhỏ của Nhật Bản này có thể dễ dàng bỏ qua. Dịch vụ xuất sắc. Thức ăn tuyệt vời. Giá cả hợp lý.,#2.650 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19900128-Reviews-Mi_Nhat_Saisai_Ramen-Ho_Chi_Minh_City.html,
Iced Coffee Sài Gòn,-1,5,"156 Nam Kỳ Khởi Nghĩa Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",-1,-1,#2.651 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19899939-Reviews-Iced_Coffee_Sai_Gon-Ho_Chi_Minh_City.html,
Min Kee - Mì Khô Hong Kong,-1,5,"122 Nguyễn Khoái Phường 2, Quận 4, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/1a/97/67/49/photo0jpg.jpg,"Quán vừa mới khai trương nên ghé lại vào ăn sáng. Quán ăn trang trí decor có đầu tư, bắt mắt, phong cách Hong Kong ngay tại Q.4. Về món ăn, mình thử gọi mì hoàn thánh khô, sợi mì ngon, sốt ngon, nước súp...Thêm",#2.652 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19812701-Reviews-Min_Kee_Mi_Kho_Hong_Kong-Ho_Chi_Minh_City.html,
Mr. Sài Gòn Cafe & Pub,-1,5,"24 Trần Ngọc Diện Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1b/33/65/51/caption.jpg,"Quầy bar, Kiểu Á, Kiểu Hàn Quốc",#2.653 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d17838404-Reviews-Mr_Saigon_Cafe_Pub-Ho_Chi_Minh_City.html,
Phở Ông Hùng 10 Nguyễn Thị Nghĩa,-1,4,"10 Nguyễn Thị Nghĩa Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/19/a1/e2/a3/caption.jpg,"Bữa sáng, Bữa trưa, Bữa tối",#2.654 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d18891829-Reviews-Pho_Ong_Hung_10_Nguyen_Thi_Nghia-Ho_Chi_Minh_City.html,
Hương Xưa,-1,4,"SF11 Cảnh Viên 3 Phú Mỹ Hưng, Quận 7, Thành phố Hồ Chí Minh 700000 Việt Nam",-1,"Đồ ăn không nóng, các món về thịt có vẻ kém tươi mới nên có vị không ngon, không gian cũng tạm ổn nhưng mình đi gia đình thì lại không có ghế trẻ em. các cô gái phục vụ kém nhiệt tình lắm, gọi...Thêm",#2.655 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d7848404-Reviews-Huong_Xua-Ho_Chi_Minh_City.html,
2GO Saigon,-1,5,"91 Pasteur Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/06/e9/1e/3b/2go-saigon.jpg,"Cà phê, Hải sản, Kiểu Việt",#2.656 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d7205018-Reviews-2GO_Saigon-Ho_Chi_Minh_City.html,
Cafe Heimise,-1,5,"Lầu 2, 12 Đặng Thị Nhu Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1a/76/ce/34/20200101-130112-largejpg.jpg,50.000 ₫ - 100.000 ₫,#2.657 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d16871265-Reviews-Cafe_Heimise-Ho_Chi_Minh_City.html,
Miss Korea,-1,5,"229 Trần Hưng Đạo Cô Giang, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",-1,"Kiểu Á, Kiểu Hàn Quốc",#2.658 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19507068-Reviews-Miss_Korea-Ho_Chi_Minh_City.html,
Phở Phong Cách,-1,5,"361A Lê Văn Sỹ Phường 1, Tân Bình, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/1a/72/48/b5/photo0jpg.jpg,Kiểu Việt,#2.659 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d15190130-Reviews-Pho_Phong_Cach-Ho_Chi_Minh_City.html,
Bite Fresh,-1,5,"176/7 Lê Văn Sỹ Phường 10, Quận Phú Nhuận, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/16/75/a7/0f/fresh-orange-juice.jpg,"Bữa sáng, Bữa trưa, Bữa nửa buổi, Đồ uống",#2.659 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d15296466-Reviews-Bite_Fresh-Ho_Chi_Minh_City.html,
Bao Nghi,-1,4.5,"10 120, Rue Tran Huy Lieu commune 15, arr Phu Nhuan, Thành phố Hồ Chí Minh 70000 Việt Nam",-1,Kiểu Á,#2.661 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d3664071-Reviews-Bao_Nghi-Ho_Chi_Minh_City.html,
Nhất Nhất BBQ,-1,5,"118 Thăng Long Phường 4, Tân Bình, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1a/58/a8/b3/nhat-nhat-bbq.jpg,"Chúng tôi ở khách sạn Vivian gần đó. Khi đi du lịch, chúng tôi thích khám phá những món ăn mà người dân địa phương ăn - và nơi này là một món ăn! ! Nhất Nhật rất phổ biến trong giới trẻ địa phương,...Thêm",#2.662 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19736800-Reviews-Nhat_Nhat_BBQ-Ho_Chi_Minh_City.html,
Playmakers,-1,5,"17 Đường Mai Chí Thọ Bali 2, New City Apartments, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1b/68/8d/02/great-food.jpg,"Bữa sáng, Bữa trưa, Bữa tối",#2.663 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19728465-Reviews-Playmakers-Ho_Chi_Minh_City.html,
Cow Mee Inn,-1,5,"18 Đường 49B Đối diện 17 Xuân Thủy, Phường Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1a/52/b7/f8/authentic-taiwanese-beef.jpg,"Bữa trưa, Bữa tối",#2.663 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19649947-Reviews-Cow_Mee_Inn-Ho_Chi_Minh_City.html,
Tamoya Udon,-1,4,"65 Lê Lợi L5-09, Khu 3, Saigon Center, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/1a/8b/65/42/photo1jpg.jpg,"Tamoya Udon nằm trong hẻm Oedo trên tầng 5 của Trung tâm Sài Gòn. Khi bạn đi bộ trong đó, bên phải ở bên trái tại cổng. Bạn chọn loại udon bạn muốn và nhận được nó rất nhanh. Bạn có thể chọn món ăn...Thêm",#2.665 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19085757-Reviews-Tamoya_Udon-Ho_Chi_Minh_City.html,
Jiin Daan - Hủ Tiếu Mì & Cafe,-1,5,"87 Thạch Thị Thanh Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1a/08/d2/f8/with-the-special-family.jpg,"Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống",#2.666 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19298351-Reviews-Jiin_Daan_Hu_Tieu_Mi_Cafe-Ho_Chi_Minh_City.html,
Quán Vịt Ba Chiến,-1,5,"782 Trường Sa Phường 14, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-w/1a/47/7b/99/quan-vit-ba-chien.jpg,5 năm sống ở Hồ Chí Minh và chúng tôi vẫn khám phá những nhà hàng địa phương mới như thế này. Nó bên đường với nội thất rất khiêm tốn nhưng thực phẩm thì tuyệt vời và rẻ tiền! Đáng để đi nếu bạn...Thêm,#2.667 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19690182-Reviews-Quan_Vit_Ba_Chien-Ho_Chi_Minh_City.html,
BROTHERHOOD STREETBEER,-1,5,"68 Đặng Văn Ngữ Phường 10, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1a/43/72/a2/dong-son-craftbeer-local.jpg,Tôi thích nó. Tuyệt đối giới thiệu cho cuối tuần của bạn Hangout địa phương Giá trị lớn Bia thủ công Đồ uống giá rẻ Thực phẩm tuyệt vời Wi-Fi miễn phí,#2.668 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19649643-Reviews-Brotherhood_Streetbeer-Ho_Chi_Minh_City.html,
Pergola Garden Restaurant,-1,5,"28A Trần Cao Vân Phường 12, Phú Nhuận, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1a/3c/f0/6c/pergola-garden-restaurant.jpg,"Nhà hàng Pergola Garden là một nơi tuyệt vời cho một bữa ăn ngon, được chuẩn bị mới với fa, ily và bạn bè. Tôi thưởng thức brunch vào Chủ nhật sau nhà thờ.",#2.669 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d17389986-Reviews-Pergola_Garden_Restaurant-Ho_Chi_Minh_City.html,
Pepper Lunch,-1,5,"Lầu 4, 1058 Đại lộ Nguyễn Văn Linh Gian hàng 06-07, VivoCity, Tân Phong, Quận 7, Thành phố Hồ Chí Minh 700000 Việt Nam",-1,"Đĩa sốt gà Teryaki của tôi là một trong những bữa ăn ngon nhất tôi có ở Việt Nam, thịt gà mềm đến kinh ngạc và hương vị rất ngon! Cảm ơn bạn!",#2.670 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19465926-Reviews-Pepper_Lunch-Ho_Chi_Minh_City.html,
Mì Trộn Hong Kong,-1,5,"351/42 Lê Văn Sỹ Phường 13, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/1a/34/7e/0d/mi-nong-hong-kong-hong.jpg,"Mình thích cách bài trí món ăn của quán, nhìn rất dễ thương. Đựng mì trong một chiếc hộp như bông hoa. quán theo phong cách hongkong , phim TVB hồi xưa á. Chụp hình sống ảo rất toẹt vời Bạn thích đổi gió hoặc...Thêm",#2.670 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19552679-Reviews-Mi_Tron_Hong_Kong-Ho_Chi_Minh_City.html,
Boutique Cafe,-1,4.5,"42 Ton That Thiep Str, Thành phố Hồ Chí Minh 084 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/01/a4/d1/e1/boutique-cafe.jpg,"Bữa sáng, Bữa trưa, Bữa tối",#2.672 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d1881675-Reviews-Boutique_Cafe-Ho_Chi_Minh_City.html,
Cafe des Artistes,-1,5,"45 Đinh Công Tráng Tân Định, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/18/be/8f/a2/best-vegetarian-burger.jpg,"Bữa sáng, Bữa trưa, Bữa tối",#2.673 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d17849506-Reviews-Cafe_des_Artistes-Ho_Chi_Minh_City.html,
Bánh Mì 362,-1,5,"18 Đường C Khu Phố Cảnh Viên 3, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/19/5f/0d/94/banh-mi-362.jpg,"Bánh mì ngon, hợp vệ sinh, giá cả hợp lý. Mấy bạn nhân viên nhiệt tình, dễ thương, không gian mang đậm chất Sài Gòn xưa.",#2.674 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d17757794-Reviews-Banh_Mi_362-Ho_Chi_Minh_City.html,
Green Frog Restaurant,-1,3.5,"113 Nguyen Cu Trinh Q. 1, Thành phố Hồ Chí Minh 70000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/0e/22/9e/54/photo0jpg.jpg,Kiểu Việt,#2.675 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d1641823-Reviews-Green_Frog_Restaurant-Ho_Chi_Minh_City.html,
BiBimBin Tea & Coffee,-1,5,"Cau Ong Lanh Ward, Dist 1, Thành phố Hồ Chí Minh 70000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1a/c9/95/89/coffee-tea-shop.jpg,"Đồ uống ngon với địa điểm đẹp, mọi người có thể mua đồ uống này tại cửa hàng này để tận hưởng hành trình, hãy tin tôi. . .",#2.676 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d12631451-Reviews-BiBimBin_Tea_Coffee-Ho_Chi_Minh_City.html,
Pacman Snow Ice,-1,3.5,"13 Pham Viet Chanh, Nguyen Cu Trinh ward, District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/05/59/1a/76/pacman-snow-ice.jpg,"Giao hàng, Cửa hàng bán thức ăn mang về, Đặt chỗ, Chỗ ngồi, Có bãi đỗ xe, Bãi đỗ xe đường phố, Tivi, Lối vào ra cho xe lăn, Chỉ chấp nhận tiền mặt, Wifi miễn phí",#2.677 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d4605615-Reviews-Pacman_Snow_Ice-Ho_Chi_Minh_City.html,
Long’s Smoke House,-1,5,"95/12 Bình Lợi Phường 13, Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1a/15/47/03/photo1jpg.jpg,Tôi đã theo dõi anh chàng này trên Facebook một thời gian và cuối cùng tôi đã được thử món ăn của anh ta tại một lễ hội ẩm thực quốc tế ở Sài Gòn. Thật là tuyệt! Tôi đã ăn 900 gram sườn bò...Thêm,#2.678 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d16828334-Reviews-Long_s_Smoke_House-Ho_Chi_Minh_City.html,
Eclipse Cafe & Lounge,-1,5,"79 Nguyễn Cửu Vân Phường 17, Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1a/fa/7b/f1/eclipse-rooftop-pud.jpg,"ECLIPSE Cafe&Lounge có view đẹp,là một nơi đáng để đến và trải nghiệm, tôi đã có một quãng thời gian tuyệt đẹp ở đây",#2.679 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d17526684-Reviews-Eclipse_Cafe_Lounge-Ho_Chi_Minh_City.html,
Hồ Câu Tôm - Ẩm Thực Sân Vườn Thanh Đa,-1,5,"428 Bình Quới Phường 28, Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1a/10/50/c1/photo0jpg.jpg,"Tự câu tự ăn luôn. Mấy bạn đi nên đọc trước kinh nghiệm câu tôm nhaaaa, thả câu ở vùng nước đục thì tôm mới ăn mồi. Nói chung là khó lời lắm, mình đi 4 người, câu 1 tiếng hết 440k được 8 con....Thêm",#2.679 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d16817173-Reviews-Ho_Cau_Tom_Am_Thuc_San_Vuon_Thanh_Da-Ho_Chi_Minh_City.html,
Cafe Van Khoa,-1,4.5,"12 10, Dinh Tien Hoang, Thành phố Hồ Chí Minh 70000 Việt Nam",-1,Kiểu Việt,#2.681 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d6120723-Reviews-Cafe_Van_Khoa-Ho_Chi_Minh_City.html,
Soybean,-1,3.5,"210/1 Nguyen Trai, District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",-1,Phù hợp với người ăn chay,#2.682 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d6213439-Reviews-Soybean-Ho_Chi_Minh_City.html,
Hủ Tiếu A Hùng,-1,5,"343 Gia Phú Phường 1, Quận 6, Thành phố Hồ Chí Minh 760000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/14/41/14/04/getlstd-property-photo.jpg,lần đầu tiên được thưởng thức một tô hủ tiếu mì đậm chất người hoa chế biến đậm đà và hương vị rất vừa ăn,#2.683 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d15035926-Reviews-Hu_Tieu_A_Hung-Ho_Chi_Minh_City.html,
Madison Food & Beverage,-1,5,"369 Trần Hưng Đạo Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/14/56/22/1e/stir-fried-noodle.jpg,"Thức ăn và đồ uống rất tuyệt và rẻ. Nhân viên đã làm việc riêng của họ và đã không ép bạn rời đi hoặc mua thêm. Chỉ có 1 hoặc 2 bàn để ngồi, nhưng đây không phải là vấn đề vì chúng tôi...Thêm",#2.683 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d15044590-Reviews-Madison_Food_Beverage-Ho_Chi_Minh_City.html,
Zahrah Coffee Lounge & Rooftop,-1,5,"Tầng 4, 19 Đỗ Quang Đẩu Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/19/ee/b2/c5/getlstd-property-photo.jpg,Trang trí arabic đẹp cả phòng chờ và tầng thượng. Cùng tòa nhà với Câu lạc bộ Cộng hòa ngay trong phiên tòa của Sài Gòn. Lựa chọn rượu vang tốt và Shisha. Một viên ngọc thực sự ẩn.,#2.683 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19377832-Reviews-Zahrah_Coffee_Lounge_Rooftop-Ho_Chi_Minh_City.html,
Ốc Nhớ Sài Gòn,-1,5,"181/4 Nguyễn Thị Đặng Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/1a/03/76/a1/ngheu-h-p-thai.jpg,"Lúc nào thèm ốc mình chỉ đến đây ăn là chính (nếu siêng vì cũng xa nhà). Đồ ăn rất là tươi, chế biến rất hợp khẩu vị và sạch sẽ. Vì ở đây lên món rất nhanh nên mọi người nên gọi món từ...Thêm",#2.686 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19413414-Reviews-Oc_Nho_Sai_Gon-Ho_Chi_Minh_City.html,
Ốc Ken Sài Gòn,-1,5,"96 Lê Bình Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/19/ff/78/7f/c-ken-seafood-da-d-ng.jpg,"S? Ch s?, Tho ng m t, ?? ? n ngon, phong ph. Thức ăn tuyệt vời và nơi tốt đẹp! ! ! Rất ngon và ngon! Thật ngon!",#2.688 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19393154-Reviews-Oc_Ken_Sai_Gon-Ho_Chi_Minh_City.html,
Devaux Beverages,-1,5,"115 Lê Thị Hồng Gấm Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1a/01/0f/59/beautiful-little-cafe.jpg,"Quán cà phê nhỏ thực sự phong cách với các loại trà, cà phê và đồ uống đáng yêu. Yêu nội thất và thực đơn có rất nhiều đá quý trên đó.",#2.687 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19085564-Reviews-Devaux_Beverages-Ho_Chi_Minh_City.html,
Manmaru Saigon,-1,4,"192A Lý Tự Trọng Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/17/8d/d9/68/photo0jpg.jpg,Kiểu Nhật,#2.689 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d16850058-Reviews-Manmaru_Saigon-Ho_Chi_Minh_City.html,
Halal Food Ay Sah,-1,4,"49 Nguyễn An Ninh Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1a/30/0e/5a/halal-food-ay-sah.jpg,"Một nhà hàng halal cho người Hồi giáo. Thức ăn ngon, không quá tệ cho giá cả. Tôi nghĩ rằng giá cho thực phẩm halal là khá tương tự. Vì vậy, không có vấn đề lớn. Bầu không khí tương tự như các nhà hàng...Thêm",#2.690 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d18543629-Reviews-Halal_Food_Ay_Sah-Ho_Chi_Minh_City.html,
Kogane,-1,5,"15A 6 Le Thanh Ton, Thành phố Hồ Chí Minh Việt Nam",-1,-1,#2.691 trên 3.734 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19273542-Reviews-Kogane-Ho_Chi_Minh_City.html,
