Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,Link_FoodTour,Unnamed: 8,Unnamed: 9
Emma OnTheGo,-1,5.0,-1,-1,"Emma est la guide parfaite pour vous faire découvrir le Vietnam.
Toujours avec le sourire, toujours partante, c est la personne qui est 100% à votre service et à votre écoute.
Un anglais parfait.
Encore merci pour toute ses découvertes.
Au plaisir",Số 14 trên 296 Giải trí về đêm ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25553159-Reviews-Emma_OnTheGo-Ho_Chi_Minh_City.html,,
Vietnam Apple Travel,-1,5.0,-1,-1,"I would like to compliment Johnny. He impressed us with his passionate and caring style even after 6 years. During the trip, I noticed that he is always placing customers’ interests first. He is unique in their his own manners, a good listener. He even remember my birthday and arranged with his restaurant to gave me surprise. This is what struck us to visit him even after 6 years.

With friend like Johnny, it is no wonder Apple Travel is getting busier. People Excellence indeed! I noticed this culture everywhere under his management. He even purposely came over to send us off with a very warm smiling face. Kudos to him :) we will be back again as you guys have created a memorable day for us :) All the best to your business as well :)",Số 37 trên 224 Lớp học & hội thảo ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d8630284-Reviews-Vietnam_Apple_Travel-Hanoi.html,,
Discover Hoi An Food Tours,-1,5.0,-1,-1,-1,Số 64 trên 206 Đồ ăn & Đồ uống ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d25216310-Reviews-Discover_Hoi_An_Food_Tours-Hoi_An_Quang_Nam_Province.html,,
Ha Long Bay Lux Cruises,-1,5.0,-1,-1,"Really great service, Mr Tony was contact with us after we booked and provided all information of trip. The cruise was amazing, 5 Star cabins and looks exactly like the photos. The staff were so friendly and helpful. Food was delicious and staff were accommodating to food allergies and dietary requirements. Loved the kayaks and exploring the caves, and really enjoyed the swimming. Transfer from hotel was very good and great communication throughout.",Số 58 trên 494 Phương tiện giao thông ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d26228784-Reviews-Ha_Long_Bay_Lux_Cruises-Hanoi.html,,
Hue Explores,-1,5.0,-1,-1,Had such a fabulous day travelling from Hué to Hoi An. I was a solo female traveller and I felt so comfortable the whole day. Could not recommend enough.,Số 8 trên 35 Lớp học & hội thảo ở Huế,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d17591483-Reviews-Hue_Explores-Hue_Thua_Thien_Hue_Province.html,,
New Vision Travel,-1,5.0,-1,-1,I visited the Cu Chi Tunnels this morning. Josh was an amazing guide! He wants to tell you everything about the Cu Chi Tunnels you'd like to know. Also the transport was really nice!,Số 25 trên 273 Phương tiện giao thông ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d20300096-Reviews-New_Vision_Travel-Ho_Chi_Minh_City.html,,
Maia Food & Travel,-1,5.0,-1,-1,"My wife and I spent a morning with Thanh on the Walking Street Food Tour in Hanoi and had a great time. The tour included six stops at local street food stalls to taste delicious, authentic North Vietnamese Street Food. There would have been more stops had I allowed for enough time. Thanh is super friendly and knowledgeable about both the food and cooking techniques. She also provided some recommendations for the next stop on our trip (Ho Chi Minh City). Anyone visiting Hanoi who is interested in sampling street food should go on this tour.",Số 131 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d11672954-Reviews-Maia_Food_Travel-Hanoi.html,,
Eat Hoi An Street Food Tour,-1,5.0,-1,-1,"This was a fabulous adventure! I chose to do it on my own, and not with my two teenage kids, and thank God I did, this is a reflection on them not the tour! We got to go behind the scenes of the food that is Hoi An and meet people who are genuinely Friends And eat things that were extraordinary and in most cases, delicious. Learnt a lot and had a real experience and cannot recommend it more highly",Số 51 trên 167 Lớp học & hội thảo ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d14961456-Reviews-Eat_Hoi_An_Street_Food_Tour-Hoi_An_Quang_Nam_Province.html,,
THE SINH CAFE TRAVEL,-1,4.5,-1,-1,-1,Số 3 trên 14 Lớp học & hội thảo ở Vịnh Hạ Long,https://www.tripadvisor.com.vn/Attraction_Review-g293923-d17541146-Reviews-THE_SINH_CAFE_TRAVEL-Halong_Bay_Quang_Ninh_Province.html,,
MekongEcoTravel,-1,5.0,-1,-1,"We had an amazing time with this guide. We had a 2 days, 1 night tour with a lot of activities. She was attentive to our needs and although we are difficult to satisfy, we had no complaints, everything was perfect. We had a real taste of how life is in Mekong delta, and it was authentic and genuine. All the activities were very nice and interesting, we especially loved the boat trip in small canals, seeing heron birds and also the special secret activity in the evening, it was like a dream ! We learned how to cook the local dishes and could practice cooking it and taste it afterwards and many other really delicious dishes. We also learned about the work in the village, we roamed around in motorbike, visit an not touristic floating market, fish farm, fruit garden,noodle and cocoa factory and many more.
Our room at her house was also very cute and cosy. I strongly recommend booking this tour, we wouldn't want someone else to do it.
We want to thank her and her family again for hosting us and we hope to meet her again soon 🤗❤️",Số 1 trên 7 Lớp học & hội thảo ở Cần Thơ,https://www.tripadvisor.com.vn/Attraction_Review-g303942-d26314076-Reviews-MekongEcoTravel-Can_Tho_Mekong_Delta.html,,
Aqua Of The Seas Cruise,-1,5.0,-1,-1,-1,Số 4 trên 14 Lớp học & hội thảo ở Vịnh Hạ Long,https://www.tripadvisor.com.vn/Attraction_Review-g293923-d25792491-Reviews-Aqua_Of_The_Seas_Cruise-Halong_Bay_Quang_Ninh_Province.html,,
Lạc Hồng Tours,-1,4.0,-1,-1,Ein absolut kompetentes und freundliches reiseburo Reisebüro mit sehr gutem Englisch. Hilfsbereit und nett. Absolut empfehlenswert.,Số 104 trên 326 Đồ ăn & Đồ uống ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d9882491-Reviews-Lac_Hong_Tours-Ho_Chi_Minh_City.html,,
Saigon Craft Beer Tours,-1,5.0,-1,-1,"This craft beer tour actually covers much more; history, cocktails, markets and craft beer all in one experience.
What a great evening walking and talking with our host An. We were able to sample most local brews and received suggestions on food options in our neighborhood. A great local experience!",Số 107 trên 326 Đồ ăn & Đồ uống ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d13119384-Reviews-Saigon_Craft_Beer_Tours-Ho_Chi_Minh_City.html,,
Halong Bay Cruise Tour,-1,4.5,-1,-1,"I had a fantastic memory and experience; The cruise is so good, staff friendly, and ready to help. The service was excellent. Halong bay was superb. I regret not choosing a longer journey to stay at night.
I will come back next time to experience staying overnight in Halong Bay.",Số 158 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d10794923-Reviews-Halong_Bay_Cruise_Tour-Hanoi.html,,
Danang Cooking Tour,-1,5.0,-1,-1,-1,Số 4 trên 47 Lớp học & hội thảo ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d15698255-Reviews-Danang_Cooking_Tour-Da_Nang.html,,
Hidden Saigon,-1,5.0,-1,-1,"Linh was our guide on the ""Other than Pho"" tour. Her sharing of her personal history of leaving Saigon as a child and returning as an adult made it even more interesting and meaningful. We ate at 3 great places, including one that was down an alley and felt like eating with the locals. Our Vietnamese coffee tour was excellent and even those in our party who are not big coffee fans loved the special drinks and education. We also appreciated having the time to shop and seeing a real working market. Having an air conditioned van rather than scooters meant we were cool and safe between stops, which was even better. We would definitely choose this tour or others by the same company. Thanks Linh!",Số 90 trên 326 Đồ ăn & Đồ uống ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d15106363-Reviews-Hidden_Saigon-Ho_Chi_Minh_City.html,,
Saigon Buddy Tours,-1,5.0,-1,-1,"There are lots of tours in Ho Chi Minh City, but the Saigon Buddy city tour is a perfect introduction to the city. You sit on the back of a scooter, and the driver takes you on a four-hour tour of various neighborhoods. My friend booked us and she rode with Will, I rode with D. They're nice guys, very smart about the city and were great company. The tour hit highlights like Notre Dame Cathedral, a large marketplace, a gorgeous Buddhist temple, etc. But we also had pauses, like a stop to sample Vietnamese coffe, then a visit in the park to sit and sip lemon tea, and talk about the lifestyle and people of HCM City. And a key part of the fun is riding on the back of that motorbike. Traffic in this city seems to have no rules. But D and Will expertly maneuvered the crazy mix of cars, pedestrians and other scooters. There were a few hairy moments, but that's part of the fun. Don't let the idea of a scooter tour scare you; I'm retirement age and the biggest wuss around, and I loved every minute. So first recommendation: Take this tour. Second tip: Wear sunscreen. Other than that, put yourself in their hands and have a blast.",Số 91 trên 326 Đồ ăn & Đồ uống ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d10024752-Reviews-Saigon_Buddy_Tours-Ho_Chi_Minh_City.html,,
Asian Promise,-1,5.0,-1,-1,I Got to eat delicious street food. It was awesome. Loved it. Would really recommend all the tourist to go visit and have a bite.,Số 120 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d24092829-Reviews-Asian_Promise-Hanoi.html,,
Journey Vietnam - Day Tour,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/53/ae/67/journey-vietnam-day-tour.jpg?w=1200&h=-1&s=1,"I am a solo traveler from Europe and asked for help to organise my trip from Hanoi to the Quan Lan Island, away from the tourist hot spot Ha Long Bay. The consulting was highly professional, friendly and easy. Very low price. Thank you!",Số 154 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d4590857-Reviews-Journey_Vietnam_Day_Tour-Hanoi.html,,
Art Food Culture,-1,4.5,-1,-1,"IT was just fantastic! Authentic! And more
If it wasn’t so far…. I will return tomorrow!
Anna is a top person",Số 5 trên 41 Vui chơi & Giải trí ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d19466381-Reviews-Art_Food_Culture-Hoi_An_Quang_Nam_Province.html,,
Secret Experiences,-1,5.0,-1,-1,"Awesome experience, highly recommend! Great way to meet other travellers, visit cool hidden bars and taste amazing cocktails. Our host Julie was brilliant too.",Số 21 trên 296 Giải trí về đêm ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25130852-Reviews-Secret_Experiences-Ho_Chi_Minh_City.html,,
Michael Tours Hanoi,-1,5.0,-1,-1,-1,Số 18 trên 207 Giải trí về đêm ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25061134-Reviews-Michael_Tours_Hanoi-Hanoi.html,,
Hue's Family Cooking School,-1,5.0,-1,-1,"Immerse in Vietnamese culture and cuisine as you cook traditional dishes with a local chef. I have a great chance to visit a typical Hanoian wet market to purchase fresh ingredients and spices. Finally, sit down to enjoy a delicious homemade lunch or dinner, accompanied by rice wine.",Số 33 trên 224 Lớp học & hội thảo ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d7267862-Reviews-Hue_s_Family_Cooking_School-Hanoi.html,,
Hanoi Old Quarter Car,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/ba/72/17/hanoi-old-quarter-car.jpg?w=1200&h=-1&s=1,"All service as picked up and see off were excellent. The ride was nice and cool to our hotel, the car is new, clean and comfortable with minaral water in car and on times. Very helpful driver with our luggage and safe with cafully driver! I would use them again! And would lighly recommend!",Số 72 trên 494 Phương tiện giao thông ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d15614842-Reviews-Hanoi_Old_Quarter_Car-Hanoi.html,,
Snap Vietnam,-1,5.0,-1,-1,"Thân thiện, giá cả phải chăng, nhiều thông tin, gần gủi cộng đồng. Nhiều ấn tượng; an tâm và vui vẽ. Thông dịch rất tốt; nhiều cơ hội gần gũi công đồng.",Số 79 trên 326 Đồ ăn & Đồ uống ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d11624295-Reviews-Snap_Vietnam-Ho_Chi_Minh_City.html,,
BAJ TOUR VIETNAM,-1,5.0,-1,-1,"Rice paddies and fishing villages were the high notes but Bentony was the guy that make us satified. He arrange and guide us through the most beautiful scienic of Hoian.
Highly recommend this agency to visit Hoian and Vietnam central.",Số 23 trên 187 Phương tiện giao thông ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d25147514-Reviews-BAJ_TOUR_VIETNAM-Hoi_An_Quang_Nam_Province.html,,
Bin Touristic,-1,5.0,-1,-1,"Отдыхала на Фукуоке. Ездила с Анексом, ну в принципе хорошо, отель не плохой. Долго думала с кем ехать с Анексом или самой выбрать. По предыдущим поездкам знаю, как Анекс ломит цены и обманывает в описании экскурсий. Решила сама поехать. Увидела стойку Бин Туристик недалеко от отеля. Менеджер Тимур посоветовал экскурсию ""побег из реальности"". Впечатления просто невероятные. Гид великолепен. Атмосфера потрясающая. Я очень редко пишу отзывы, но здесь от переполняющих положительных эмоций не смогла сдержаться! Ребята вы молодцы! Спасибо за отличный отдых! Тимуру отдельное спасибо! Не подвёл, всё как рассказал, так и было! В следующий раз только к Вам!!! Всем рекомендую Бин Туристик не пожалеете. 👍😊🤩🤩",Số 5 trên 32 Đồ ăn & Đồ uống ở Đảo Phú Quốc,https://www.tripadvisor.com.vn/Attraction_Review-g469418-d15608889-Reviews-Bin_Touristic-Phu_Quoc_Island_Kien_Giang_Province.html,,
Kun Travel,-1,4.5,-1,-1,"Not just the best prices, but highly co-operative and sweet. She planned our 6 day North Vietnam tour with perfect car and amazing driver. It was a dream tour. She also helped in booking the best cruise experience that I had in Halong Bay. Much Recommended",Số 41 trên 224 Lớp học & hội thảo ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d17337774-Reviews-Kun_Travel-Hanoi.html,,
VITOURMIN,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/a9/2f/b9/vitourmin.jpg?w=1200&h=-1&s=1,"Bạn Sơn bán tour rất dễ thương, tôi đã được tư vấn rất nhiệt tình, chúng tôi đã có một chuyến đi tuyệt vời. Cảm ơn Sơn và Vitourmin.",Số 23 trên 273 Phương tiện giao thông ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25388349-Reviews-VITOURMIN-Ho_Chi_Minh_City.html,,
Hue Food Tour,-1,5.0,-1,-1,The use of trishaws added to the experience. Fantastic guide. Knowledgeable and friendly. Great food. Whole tour was extremely well managed from pick up to drop off. I'm saving the name for any friends coming to Hue.,Số 28 trên 84 Đồ ăn & Đồ uống ở Huế,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d18933931-Reviews-Hue_Food_Tour-Hue_Thua_Thien_Hue_Province.html,,
Ha Noi Airport Private cars,-1,5.0,-1,-1,"Everything was in time...drivers are nice and explain everything...wait in airports...highly recommended this car company...very easy with everything...friendly ,good price😊",Số 79 trên 494 Phương tiện giao thông ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25130317-Reviews-Ha_Noi_Airport_Private_cars-Hanoi.html,,
Hanoi Transfer and Tours,-1,5.0,-1,-1,Honest and safe driver. Very knowledgeable as he's a local Hanoi resident. Highly recommended! We took a trip to Sapa and it was delightful to have Nam with us.,Số 35 trên 224 Lớp học & hội thảo ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d18894268-Reviews-Hanoi_Transfer_and_Tours-Hanoi.html,,
Viet Nam Pure Travel,-1,5.0,-1,-1,"Mình có nhờ Viet Nam Pure Travel thiết kế cho mình tour đi Đà Nẵng, Hội An và Nha Trang, chuyến đi vô cùng tuyệt vời, trên cả mong đợi. Mình được bạn giới thiệu nên biết đến VN Pure travel, bạn mình đã đi và rất khen dịch vụ các bạn ấy đặt cho nên mình tin tưởng luôn và qua chuyến đi mình cũng đánh giá rất tốt, mình sẽ giới thiệu công ty cho bạn bè của mình. Cảm ơn các bạn rất nhiều.",Số 26 trên 224 Lớp học & hội thảo ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d15317635-Reviews-Viet_Nam_Pure_Travel-Hanoi.html,,
Xpath.Co,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/73/e3/d5/sugar-cane-juice-tastyyyy.jpg?w=1200&h=900&s=1,"I could not be happier with the tour given by An! She was punctual, well organised and knowledgeable of the local area. The tour she gave felt personalised and struck the perfect balance between including important historical and cultural sights from Vietnamese history, as well as providing a contemporary perspective of Saigonese life. It was made all the better for her having a great sense of humour and being genuinely interested in an authentic cultural exchange. If the other guides from the team are anything like An then you are sure to have a lot of fun and I could not recommend the experience highly enough!",Số 81 trên 326 Đồ ăn & Đồ uống ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d12455663-Reviews-Xpath_Co-Ho_Chi_Minh_City.html,,
Flavors of Hanoi,-1,5.0,-1,-1,"Sample the culture, food, smells, sounds and hospitality of one of the most vibrant places on earth. This is an unforgettable experience not to be missed. Trang, our guide was so lovely. She is so interesting and obviously loves her city with a passion.",Số 157 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d19401817-Reviews-Flavors_of_Hanoi-Hanoi.html,,
I Love Hoi An Tour,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/9f/f8/96/enjoying-the-day-with.jpg?w=1200&h=900&s=1,"We have an incredible time with the I Love Hoi An team during our stay in this lovely town. We signed up for the sightseeing and vegetarian food tour and were not disappointed. We got to experience the local culture in the countryside, try our hand at pottery making, watch local artisans make traditional treats and then finish off with a vegetarian food tour of the town. The tour guides were outstanding and we were glad to support the I Love Vietnam movement. Highly recommend if you are in Southeast Asia and visit one of their tour cities!",Số 63 trên 206 Đồ ăn & Đồ uống ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d12162578-Reviews-I_Love_Hoi_An_Tour-Hoi_An_Quang_Nam_Province.html,,
Hanoi Food Tour,-1,5.0,-1,-1,Very good tour. Excellent local food and more than you can eat. While walking you are informed of local customs and how to deal with the chaotic trafic in Hanoi. Many thanks to our excellent guide Ling Fish it was a marvolous experience.,Số 168 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d5533835-Reviews-Hanoi_Food_Tour-Hanoi.html,,
Công ty Du lịch Lisa's,-1,4.5,-1,-1,"Attention ce trip est une arnaque !!! Nous avons réservé avec mon conjoint cette journée et nous ne sommes pas du tout allés à Lan Ha !

Le bus avait 2h de retard, et au bout de 2h de route, nous apprenons que nous allons à Halong... Super surprise... Le chauffeur conduit dangereusement et passe son temps à klaxonner tout en doublant à contre sens.

***Toute la description est mensongère :

""Âge 0-70, 20 pers. maximum par groupe"" => c'est faux. Nous étions l'équivalent de 3 bus.

""Arrêt à : Lan Ha Bay, Cat Ba Vietnam"" => c'est également faux. Nous sommes allés à la baie d'Halong.
Rendez-vous bien compte que 60$ pour aller à la Baie d'Halong c'est beaucoup trop cher, surtout pour une prestation si médiocre. Partout à Hanoï vous trouverez des 1 day Tour Halong pour 30$.

Le buffet était un infâme, ils vous interdisent d'amener des bouteilles d'eau sur le bateau soi disant pour limiter le plastique, mais ensuite ils vous distribuent des snacks emballés dans du plastique... et le bateau vous facture la bouteille d'eau une fortune...

""En une journée, de nombreuses activités... notamment le vélo, la randonnée..."" => c'est faux et encore faux, vous ne ferez pas de vélo, et pas de rando non plus.

""la région la plus isolée"" => toujours faux. Vous irez dans la baie d'Halong vous mélanger à une trentaine de paquebot à touristes et faire du kayak parmi 100 autres kayakistes qui tournent en rond dans une eau croupie pleine de detritus.

Agence totalement de mauvaise fois lorsqu'on les a appelé pour demander un remboursement. Selon eux, ils ne proposent pas la Baie de Lan Ha sur une journée mais bien 2 jours. Je partage le screenshot de leur annonce pour leur rafraichir la mémoire...

""nous comprenons vos attentes et concevons avec impatience la journée d'une journée dans la baie de Lan Ha, avec des souvenirs inoubliables.
Entrée – Lan Ha Bay"" => il est écrit noir sur blanc dans l'annonce que le tour concerne Lan La. Ne vous faites pas avoir !

Agence totalement frauduleuse, dépensez votre argent ailleurs, ne soyez pas complice de cette arnaque !",Số 178 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d10472712-Reviews-Lisa_Vietnam_Travel-Hanoi.html,,
Phong Nha Locals,-1,5.0,-1,-1,"Mr. T was a phenomenal guide! He is super knowledgeable and he was able to answer all of our questions. We learned so much, and the experience would’ve been significantly worse without him guiding us. Would highly recommend.",Số 10 trên 39 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Huế,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d25314314-Reviews-Phong_Nha_Locals-Hue_Thua_Thien_Hue_Province.html,,
Hue Friendly Tours,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/35/2d/4f/carpenter-working-art.jpg?w=900&h=700&s=1,-1,Số 10 trên 35 Lớp học & hội thảo ở Huế,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d6982560-Reviews-Hue_Friendly_Tours-Hue_Thua_Thien_Hue_Province.html,,
Vietnam Happy Travels,-1,5.0,-1,-1,"Nằm trên con phố Đào Duy Từ náo nhiệt, văn phòng du lịch này đã cho tôi và những người bạn của mình nhiều sự lựa chọn chương trình du lịch thú vị, họ tư vấn nhiệt tình với đầy đủ thông tin cần thiết cho chuyến đi du lịch phía bắc của chúng tôi.
Mặc dù bạn của tôi không có nhiều thời gian ở việt nam, nhưng chúng tôi đã có được những chuyến đi ngắn ngày thú vị bởi chương trình tour du lịch của họ.
Cảm ơn Vietnam happy travels
Lưu ý: Nếu bạn có kế hoạch đi du lịch nên liên hệ trước để đặt chỗ thì tốt hơn.",Số 164 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d11887764-Reviews-Vietnam_Happy_Travels-Hanoi.html,,
Chestnut Travel,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0f/f9/d3/39.jpg,Service was great and the tour was organised promptly - so I need to give credit for that . Unfortunately apart from the driver - the tour was a let down due to the tour guide. Hoping chestnut travel can filter out the poor to average tour companies for any future bookings .,Số 162 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25178538-Reviews-Chestnut_Travel-Hanoi.html,,
VietJeep Phu Quoc Tour,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/90/04/4d/national-park.jpg?w=1200&h=900&s=1,"Fantastic trip with a cool guide, worth every penny. Nicely selected places, especially the pepper farm.",Số 7 trên 34 Giải trí về đêm ở Đảo Phú Quốc,https://www.tripadvisor.com.vn/Attraction_Review-g469418-d19835893-Reviews-VietJeep_Phu_Quoc_Tour-Phu_Quoc_Island_Kien_Giang_Province.html,,
Saigon Homies Tours,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0f/19/14/ec.jpg,"First time to get a tour in HCM with Kate and Tracy, that's a amazing tour for me. They are the experts for motorbiking and experience tour guide for all of the trip. They bring us to try a lot of local food, such as crab soup, Vietnamese Pizza, weapon tunnel coffee, etc. Honestly, this is a good experience to understand this city.",Số 17 trên 147 Lớp học & hội thảo ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d19526685-Reviews-Saigon_Homies_Tours-Ho_Chi_Minh_City.html,,
Mr Trung's Traditional Village Tours,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/c9/f9/e5/taking-photo-with-mr.jpg?w=1200&h=900&s=1,"Approached by Trung at a bar in the night market, he showed us books worth of great reviews (turns out he makes you write one at the end of the tour). He picked us up from our hostel but we had to provide our own transport, he doesn't use a car, just his own motorbike. Luckily we had free bicycles with our homestay.
First off was the fishmarket, there was no fish as he starts the tour after they are all sold for the morning (which he neglected to mention when we signed up).
Got to go out in a little fishing boat and use a net to catch fish, great experience, but Trung just sent us out with someone else that he'd paid. Probably worth doing this as a solo activity.
Pottery was next, he managed to talk for so long and still give so little information. The pottery 'class' that he advertises is actually just letting you touch some clay for like 20 seconds (we kept getting shoved off for doing it wrong, but they didn't tell us what we were meant to be making).
Then off to Trungs house, the cooking class was only spring rolls, and he let us cut some beans and carrots for a stir fry. Not very educational about Vietnamese cuisine. Other reviews mention his son running the class, perhaps our experience was very different because Trung himself ran the class. His family also ate separately to us, which was exceptionally awkward, especially as at the end he insisted we pose with his wife and daughter for a photo on his phone (no doubt to advertise the happy tourists to his next victims at the pub).

He seems to drag things out, talks slow, repeats himself a heap, and also drives very slow, presumably to use up time in the 5 hours we paid for.

All in all, perhaps a good experience for a group of tourists looking for a slower day, but with not much actually done or learned, and with no opportunity to explore his 'village,' it was a waste of half a day for a young couple looking for an educational tour.

Side note: he has 2 kittens and a dog called Fat, absolute highlight of the tour (almost worth the 475,000 dong each).",Số 34 trên 127 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d11046387-Reviews-Mr_Trung_s_Traditional_Village_Tours-Hoi_An_Quang_Nam_Province.html,,
Hanoi Scooter Tours,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/54/25/39/hanoi-scooter-tours.jpg?w=600&h=400&s=1,"We loved the scooter street food tour so much that we rebooked with Mango and her team for the sightseeing scooter tour too! She was very knowledgeable about the places, temples and other areas that we visited - with local insider information too! Thanks so much to the team for making our visit to Hanoi old qtr so memorable- the scooter tours were just the best, and the drivers very friendly too!! It was perfect for the whole family, teenagers down to our 9 year old who just didn’t want the ride to end!!",Số 184 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d6952187-Reviews-Hanoi_Scooter_Tours-Hanoi.html,,
Mekong Villages,-1,5.0,-1,-1,"Fabuleux voyage, pays magnifique et varié, les vietnamiens sont adorables et extrêmement accueillants. Le voyage a été organisé absolument comme nous le souhaitions par cette agence, à partir d'une base que nous avions réfléchie (nous devions partir en 2020) mais avec des bons conseils pour supprimer, changer ou rajouter certains points. Si nous devions repartir, nous referions le même périple ! Nos deux guides étaient formidables, en particuliers celui du nord du Vietnam qui était exceptionnel. Tous deux adorables et d'une grande ponctualité. Nous avions choisi de ne faire que le nord et le centre en 12 jours et nous n'avons aucun regret, nous avons déjà vu tellement de belles choses ! Notre priorité était de faire de la randonnée, un peu hors des sentiers battus, cela a été le cas autant dans le Mai Chau que dans le parc de Bach Ma. Nous sommes passé dans des villages très authentiques, avons bien marché et fait du vélo. Nous avons bien sûr visité aussi les sites touristiques (Baie d'Halong terrestre et maritime, Hué, Hoi An, Hanoi) et des temples et pagodes mais nos plus beaux souvenirs sont la rencontre des vietnamiens dans les villages, qui travaillaient pour eux et non pour les touristes et la beauté des paysages de rizières ou des forêts de bambou. Un sans faute !",Số 53 trên 154 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d12314832-Reviews-Mekong_Villages-Ho_Chi_Minh_City.html,,
